,User_ID,Event Watched,User Rating,Activity Type/Genre
22,User_ID3,a32c0e49f186cfa512cb724b999117c3,['thumbs down'],"Orchestra, Classical, Chamber Music"
23,User_ID3,34c99f126f9887006d533f0ee291b9ff,['thumbs up'],"History Musuem, Sites"
24,User_ID3,c2f6b1eaa35b5ed91f43dcb36be23f7b,['thumbs up'],"Vocals, Recitals, Choir"
25,User_ID3,e029d92344d043416053ada5ac478e2b,['neutral'],"Literature, Lectures, Comedy, Poetry"
26,User_ID3,3fdb09674ba309ed818343315bad3689,['thumbs up'],Symphony
27,User_ID3,ea959c875274584640c0aa4a66d350c0,['neutral'],"Literature, Lectures, Comedy, Poetry"
28,User_ID3,915608b1959b8df2ce9eda359f7f94a6,['thumbs down'],"Literature, Lectures, Comedy, Poetry"
29,User_ID3,137948d7a8e312a01c306829244dd104,['thumbs down'],"Opera, Musicals, Broadway"
30,User_ID4,e974e7bfa3510dfc3f52648675c62dbc,['thumbs down'],"Opera, Musicals, Broadway"
31,User_ID4,69ec89dee9f1df3a53b7b001e80ab2b8,['thumbs down'],"Opera, Musicals, Broadway"
32,User_ID4,967ef2e976ac6f69a4eab67a85f7c36b,['thumbs up'],"Art Musuem, Gallery, Sculpture"
33,User_ID4,93fbdb91dbbb241c706203da7fa4c08b,['thumbs down'],"Vocals, Recitals, Choir"
34,User_ID4,2122b8a4800410b30d6b374c92ffe63d,['thumbs up'],"Opera, Musicals, Broadway"
35,User_ID4,467956a1cf8949d202489048a1067744,['thumbs down'],"Vocals, Recitals, Choir"
36,User_ID4,93bf73150a4b90497be9cf718e5cf4d7,['neutral'],"Vocals, Recitals, Choir"
37,User_ID4,c2f6b1eaa35b5ed91f43dcb36be23f7b,['neutral'],"Concert, Concert Band"
38,User_ID4,4f85c5666000d232459501d3046cc8d2,['thumbs down'],"Art Musuem, Gallery, Sculpture"
39,User_ID4,706faad6eaa553bf78e3378c0fdece07,['neutral'],"Rock and Roll, Blues, Pop, Jazz, Music Festival"
40,User_ID5,967ef2e976ac6f69a4eab67a85f7c36b,['thumbs up'],"Opera, Musicals, Broadway"
41,User_ID5,552a61d001e87eff404716159f62ebdf,['thumbs down'],"Art Musuem, Gallery, Sculpture"
42,User_ID5,73ae2212e0fd6b990cb1b4cf41a35a0b,['thumbs down'],"History Musuem, Sites"
43,User_ID5,f798cf945df3c3fd2d8fc1df821e8c1a,['neutral'],"Literature, Lectures, Comedy, Poetry"
44,User_ID5,e32a42e4a857d67720020c793f5afd2a,['thumbs up'],"History Musuem, Sites"
45,User_ID5,6a44a087e497eda955a5ec1d3e990f25,['neutral'],"Orchestra, Classical, Chamber Music"
46,User_ID5,3e368f3b194d0917983fa17d755f5b53,['thumbs up'],"History Musuem, Sites"
47,User_ID5,45bba0a5ca1079ac42e47289d6ddd065,['neutral'],"Literature, Lectures, Comedy, Poetry"
48,User_ID5,93fbdb91dbbb241c706203da7fa4c08b,['thumbs down'],Symphony
49,User_ID5,90d31e502743ef7ed9cbe36c29ff3e5c,['thumbs up'],"Concert, Concert Band"
50,User_ID6,56e08a8aa71ad762bc5fc830a6c73738,['neutral'],"Opera, Musicals, Broadway"
51,User_ID6,f798cf945df3c3fd2d8fc1df821e8c1a,['thumbs up'],"Orchestra, Classical, Chamber Music"
52,User_ID6,93fbdb91dbbb241c706203da7fa4c08b,['thumbs down'],Symphony
53,User_ID6,93fbdb91dbbb241c706203da7fa4c08b,['thumbs down'],"Rock and Roll, Blues, Pop, Jazz, Music Festival"
54,User_ID6,467956a1cf8949d202489048a1067744,['thumbs down'],"History Musuem, Sites"
55,User_ID6,97bfb44cc8f3b1be10054e9da1289f38,['thumbs down'],Symphony
56,User_ID6,467956a1cf8949d202489048a1067744,['neutral'],"Orchestra, Classical, Chamber Music"
57,User_ID6,3ed72b6e68365322dc0f6d18abd3537d,['neutral'],"History Musuem, Sites"
58,User_ID6,a5a2f64e4dec6d84ad420389f8d38366,['thumbs up'],"Art Musuem, Gallery, Sculpture"
59,User_ID6,6c868a4d3abc71bf6a0345a6ab75b0ba,['thumbs up'],"Art Musuem, Gallery, Sculpture"
60,User_ID7,2de1f9c48129be4ba413460da7432d03,['neutral'],"History Musuem, Sites"
61,User_ID7,86a7141e350e34a6fd0b0eb4901484d6,['thumbs up'],"History Musuem, Sites"
62,User_ID7,d0829cc89178b49b1b8b339dc5431077,['thumbs up'],"History Musuem, Sites"
63,User_ID7,93fbdb91dbbb241c706203da7fa4c08b,['thumbs up'],"History Musuem, Sites"
64,User_ID7,017e6e5a2c96deb69d63cbc11dab5795,['thumbs up'],"Vocals, Recitals, Choir"
65,User_ID7,45bba0a5ca1079ac42e47289d6ddd065,['neutral'],"Literature, Lectures, Comedy, Poetry"
66,User_ID7,2122b8a4800410b30d6b374c92ffe63d,['neutral'],"Literature, Lectures, Comedy, Poetry"
67,User_ID7,ecf5694c3f4ef47ce2447e338222266b,['thumbs down'],"History Musuem, Sites"
68,User_ID7,d5e0e430491dcdd870c5fabadaed9e5b,['neutral'],"Vocals, Recitals, Choir"
69,User_ID7,93fbdb91dbbb241c706203da7fa4c08b,['thumbs down'],"Concert, Concert Band"
70,User_ID8,c1bc4f9ea142caddf3ecc7c94141f929,['thumbs up'],"Art Musuem, Gallery, Sculpture"
71,User_ID8,b5caa4128218bb5760d554866dbcbdf3,['neutral'],"Vocals, Recitals, Choir"
72,User_ID8,c1bc4f9ea142caddf3ecc7c94141f929,['thumbs up'],"Art Musuem, Gallery, Sculpture"
73,User_ID8,f007f18a404660855aa55b50e984d1b8,['neutral'],"Art Musuem, Gallery, Sculpture"
74,User_ID8,c2f6b1eaa35b5ed91f43dcb36be23f7b,['thumbs down'],"History Musuem, Sites"
75,User_ID8,69ec89dee9f1df3a53b7b001e80ab2b8,['neutral'],"Literature, Lectures, Comedy, Poetry"
76,User_ID8,706faad6eaa553bf78e3378c0fdece07,['neutral'],"Literature, Lectures, Comedy, Poetry"
77,User_ID8,5ce5274a7fab7f4add86e787cb348845,['neutral'],"Concert, Concert Band"
78,User_ID8,86a7141e350e34a6fd0b0eb4901484d6,['thumbs up'],"History Musuem, Sites"
79,User_ID8,ee67507c5df71fd885d5e119391295d7,['thumbs up'],"Art Musuem, Gallery, Sculpture"
80,User_ID9,90d0ce3604ca87a14ccfe45a7b85747b,['thumbs up'],"Literature, Lectures, Comedy, Poetry"
81,User_ID9,918e1663cb07968976fc8392b472dc3e,['neutral'],Symphony
82,User_ID9,915608b1959b8df2ce9eda359f7f94a6,['thumbs down'],"Vocals, Recitals, Choir"
83,User_ID9,45bba0a5ca1079ac42e47289d6ddd065,['thumbs down'],Symphony
84,User_ID9,ea959c875274584640c0aa4a66d350c0,['neutral'],"History Musuem, Sites"
85,User_ID9,915608b1959b8df2ce9eda359f7f94a6,['neutral'],"Orchestra, Classical, Chamber Music"
86,User_ID9,6c868a4d3abc71bf6a0345a6ab75b0ba,['neutral'],"Concert, Concert Band"
87,User_ID9,967ef2e976ac6f69a4eab67a85f7c36b,['thumbs up'],"Opera, Musicals, Broadway"
88,User_ID9,97bfb44cc8f3b1be10054e9da1289f38,['thumbs up'],"Opera, Musicals, Broadway"
89,User_ID9,915608b1959b8df2ce9eda359f7f94a6,['thumbs up'],"Opera, Musicals, Broadway"
90,User_ID10,08eb65fc32f982ab8666c0a31541a57b,['thumbs up'],"History Musuem, Sites"
91,User_ID10,93fbdb91dbbb241c706203da7fa4c08b,['neutral'],"History Musuem, Sites"
92,User_ID10,d0829cc89178b49b1b8b339dc5431077,['thumbs up'],"History Musuem, Sites"
93,User_ID10,a1cadcdefdccfc09ffe9f4b31c6e8678,['thumbs up'],"Concert, Concert Band"
94,User_ID10,f007f18a404660855aa55b50e984d1b8,['neutral'],"History Musuem, Sites"
95,User_ID10,3e368f3b194d0917983fa17d755f5b53,['thumbs down'],"Opera, Musicals, Broadway"
96,User_ID10,918e1663cb07968976fc8392b472dc3e,['thumbs up'],"Concert, Concert Band"
97,User_ID10,915608b1959b8df2ce9eda359f7f94a6,['thumbs up'],Symphony
98,User_ID10,9591d7f8b099769d2ecc842df3b329c1,['neutral'],"Vocals, Recitals, Choir"
99,User_ID10,97bfb44cc8f3b1be10054e9da1289f38,['thumbs up'],"History Musuem, Sites"
100,User_ID11,ee67507c5df71fd885d5e119391295d7,['neutral'],"Orchestra, Classical, Chamber Music"
101,User_ID11,0137b8241bf0f35dae5d0b71cb23bc95,['neutral'],"Orchestra, Classical, Chamber Music"
102,User_ID11,3e368f3b194d0917983fa17d755f5b53,['thumbs up'],"Art Musuem, Gallery, Sculpture"
103,User_ID11,ea959c875274584640c0aa4a66d350c0,['thumbs up'],"Vocals, Recitals, Choir"
104,User_ID11,c150319590daa83b09abbdfc610443f7,['neutral'],"Literature, Lectures, Comedy, Poetry"
105,User_ID11,d0829cc89178b49b1b8b339dc5431077,['thumbs up'],"Vocals, Recitals, Choir"
106,User_ID11,e32a42e4a857d67720020c793f5afd2a,['thumbs down'],"Art Musuem, Gallery, Sculpture"
107,User_ID11,e0baeaca15b0318a1847ff10208015ef,['thumbs up'],"Opera, Musicals, Broadway"
108,User_ID11,f007f18a404660855aa55b50e984d1b8,['thumbs down'],Symphony
109,User_ID11,08eb65fc32f982ab8666c0a31541a57b,['thumbs up'],"Art Musuem, Gallery, Sculpture"
110,User_ID12,ea959c875274584640c0aa4a66d350c0,['neutral'],"Concert, Concert Band"
111,User_ID12,0b148b1104c3030f172a35f8c253e520,['neutral'],"Rock and Roll, Blues, Pop, Jazz, Music Festival"
112,User_ID12,08eb65fc32f982ab8666c0a31541a57b,['neutral'],"Rock and Roll, Blues, Pop, Jazz, Music Festival"
113,User_ID12,d0829cc89178b49b1b8b339dc5431077,['neutral'],"Rock and Roll, Blues, Pop, Jazz, Music Festival"
114,User_ID12,915608b1959b8df2ce9eda359f7f94a6,['thumbs up'],"History Musuem, Sites"
115,User_ID12,e0baeaca15b0318a1847ff10208015ef,['thumbs up'],"Literature, Lectures, Comedy, Poetry"
116,User_ID12,93fbdb91dbbb241c706203da7fa4c08b,['thumbs down'],"Rock and Roll, Blues, Pop, Jazz, Music Festival"
117,User_ID12,b5caa4128218bb5760d554866dbcbdf3,['neutral'],Symphony
118,User_ID12,ee67507c5df71fd885d5e119391295d7,['thumbs down'],"Concert, Concert Band"
119,User_ID12,552a61d001e87eff404716159f62ebdf,['neutral'],"Literature, Lectures, Comedy, Poetry"
120,User_ID13,93fbdb91dbbb241c706203da7fa4c08b,['thumbs up'],"Orchestra, Classical, Chamber Music"
121,User_ID13,fd33b0be7e67ce5b4fcfe08df71ba78d,['neutral'],"Orchestra, Classical, Chamber Music"
122,User_ID13,93fbdb91dbbb241c706203da7fa4c08b,['thumbs down'],Symphony
123,User_ID13,45bba0a5ca1079ac42e47289d6ddd065,['thumbs down'],"Literature, Lectures, Comedy, Poetry"
124,User_ID13,fd33b0be7e67ce5b4fcfe08df71ba78d,['thumbs up'],"Rock and Roll, Blues, Pop, Jazz, Music Festival"
125,User_ID13,08eb65fc32f982ab8666c0a31541a57b,['thumbs down'],"Orchestra, Classical, Chamber Music"
126,User_ID13,467956a1cf8949d202489048a1067744,['neutral'],"Orchestra, Classical, Chamber Music"
127,User_ID13,dd8a94d8330850ae97e83f856a913a2e,['neutral'],"Orchestra, Classical, Chamber Music"
128,User_ID13,a6fdf443f49781963185ba233165c9df,['thumbs up'],"Vocals, Recitals, Choir"
129,User_ID13,3fdb09674ba309ed818343315bad3689,['thumbs down'],"Concert, Concert Band"
130,User_ID14,f007f18a404660855aa55b50e984d1b8,['thumbs down'],"Vocals, Recitals, Choir"
131,User_ID14,dd8a94d8330850ae97e83f856a913a2e,['thumbs down'],"Literature, Lectures, Comedy, Poetry"
132,User_ID14,45bba0a5ca1079ac42e47289d6ddd065,['neutral'],"Opera, Musicals, Broadway"
133,User_ID14,90d0ce3604ca87a14ccfe45a7b85747b,['thumbs up'],"Art Musuem, Gallery, Sculpture"
134,User_ID14,2de1f9c48129be4ba413460da7432d03,['neutral'],"Concert, Concert Band"
135,User_ID14,0137b8241bf0f35dae5d0b71cb23bc95,['neutral'],"Literature, Lectures, Comedy, Poetry"
136,User_ID14,90d31e502743ef7ed9cbe36c29ff3e5c,['thumbs down'],"Literature, Lectures, Comedy, Poetry"
137,User_ID14,3e368f3b194d0917983fa17d755f5b53,['thumbs up'],"Orchestra, Classical, Chamber Music"
138,User_ID14,f007f18a404660855aa55b50e984d1b8,['neutral'],"Opera, Musicals, Broadway"
139,User_ID14,d0829cc89178b49b1b8b339dc5431077,['neutral'],"Orchestra, Classical, Chamber Music"
140,User_ID15,3ed72b6e68365322dc0f6d18abd3537d,['thumbs down'],"Opera, Musicals, Broadway"
141,User_ID15,c2f6b1eaa35b5ed91f43dcb36be23f7b,['thumbs down'],"Opera, Musicals, Broadway"
142,User_ID15,93fbdb91dbbb241c706203da7fa4c08b,['neutral'],"Literature, Lectures, Comedy, Poetry"
143,User_ID15,2de1f9c48129be4ba413460da7432d03,['thumbs up'],"Vocals, Recitals, Choir"
144,User_ID15,c2f6b1eaa35b5ed91f43dcb36be23f7b,['thumbs down'],"Literature, Lectures, Comedy, Poetry"
145,User_ID15,3fdb09674ba309ed818343315bad3689,['thumbs up'],"Concert, Concert Band"
146,User_ID15,619676392902d90d2546148bc2d89160,['neutral'],"Literature, Lectures, Comedy, Poetry"
147,User_ID15,3fdb09674ba309ed818343315bad3689,['thumbs down'],"Concert, Concert Band"
148,User_ID15,f007f18a404660855aa55b50e984d1b8,['neutral'],"Literature, Lectures, Comedy, Poetry"
149,User_ID15,2b4c1b58a9815fffaa133d9b564a0ef0,['thumbs up'],"Opera, Musicals, Broadway"
150,User_ID16,45bba0a5ca1079ac42e47289d6ddd065,['thumbs up'],"Concert, Concert Band"
151,User_ID16,552a61d001e87eff404716159f62ebdf,['thumbs down'],"Vocals, Recitals, Choir"
152,User_ID16,90d0ce3604ca87a14ccfe45a7b85747b,['thumbs down'],"Orchestra, Classical, Chamber Music"
153,User_ID16,90d0ce3604ca87a14ccfe45a7b85747b,['thumbs up'],"Concert, Concert Band"
154,User_ID16,c12a015a1204c12041e720d01eeb2fac,['neutral'],Symphony
155,User_ID16,6d539aafb2780d321bce5fd33166c09f,['neutral'],"History Musuem, Sites"
156,User_ID16,61d2128fc8e7acd2c127272b2d14f0cd,['thumbs up'],"Literature, Lectures, Comedy, Poetry"
157,User_ID16,3fdb09674ba309ed818343315bad3689,['thumbs down'],"Art Musuem, Gallery, Sculpture"
158,User_ID16,93fbdb91dbbb241c706203da7fa4c08b,['thumbs up'],"Orchestra, Classical, Chamber Music"
159,User_ID16,86a7141e350e34a6fd0b0eb4901484d6,['neutral'],"Vocals, Recitals, Choir"
160,User_ID17,93bf73150a4b90497be9cf718e5cf4d7,['thumbs up'],"Rock and Roll, Blues, Pop, Jazz, Music Festival"
161,User_ID17,7ed3b163a7be2a3928f41498f67d40fd,['thumbs down'],"Literature, Lectures, Comedy, Poetry"
162,User_ID17,b9a82986bf8533632c605ccfb03fa235,['neutral'],"Concert, Concert Band"
163,User_ID17,ecf5694c3f4ef47ce2447e338222266b,['thumbs up'],"Opera, Musicals, Broadway"
164,User_ID17,90d0ce3604ca87a14ccfe45a7b85747b,['thumbs up'],"Opera, Musicals, Broadway"
165,User_ID17,915608b1959b8df2ce9eda359f7f94a6,['neutral'],"Rock and Roll, Blues, Pop, Jazz, Music Festival"
166,User_ID17,2905612047b8f3941191f995e45f7610,['neutral'],"Literature, Lectures, Comedy, Poetry"
167,User_ID17,e164286be7f8db8460677a3811935d97,['thumbs down'],"Art Musuem, Gallery, Sculpture"
168,User_ID17,c150319590daa83b09abbdfc610443f7,['thumbs down'],Symphony
169,User_ID17,56e08a8aa71ad762bc5fc830a6c73738,['thumbs down'],"History Musuem, Sites"
170,User_ID18,b2d56e82ea4499a1471c9bf6ec3df09c,['thumbs up'],"Orchestra, Classical, Chamber Music"
171,User_ID18,fd33b0be7e67ce5b4fcfe08df71ba78d,['thumbs up'],"Rock and Roll, Blues, Pop, Jazz, Music Festival"
172,User_ID18,3e368f3b194d0917983fa17d755f5b53,['thumbs up'],"Opera, Musicals, Broadway"
173,User_ID18,45bba0a5ca1079ac42e47289d6ddd065,['neutral'],"Orchestra, Classical, Chamber Music"
174,User_ID18,a32c0e49f186cfa512cb724b999117c3,['thumbs up'],"Rock and Roll, Blues, Pop, Jazz, Music Festival"
175,User_ID18,3fdb09674ba309ed818343315bad3689,['thumbs up'],"Rock and Roll, Blues, Pop, Jazz, Music Festival"
176,User_ID18,90d0ce3604ca87a14ccfe45a7b85747b,['thumbs down'],"History Musuem, Sites"
177,User_ID18,44e7c5199ff64925971d8a72b4f3a81d,['neutral'],"Art Musuem, Gallery, Sculpture"
178,User_ID18,b2d56e82ea4499a1471c9bf6ec3df09c,['thumbs up'],"Literature, Lectures, Comedy, Poetry"
179,User_ID18,93bf73150a4b90497be9cf718e5cf4d7,['thumbs down'],"Literature, Lectures, Comedy, Poetry"
180,User_ID19,79cc15b7a4284ebadc705a6f082b8ac0,['thumbs down'],"History Musuem, Sites"
181,User_ID19,a32c0e49f186cfa512cb724b999117c3,['thumbs down'],"Rock and Roll, Blues, Pop, Jazz, Music Festival"
182,User_ID19,16bcf64327887a4b0fdfead1299c5830,['thumbs up'],"Orchestra, Classical, Chamber Music"
183,User_ID19,ea959c875274584640c0aa4a66d350c0,['neutral'],"Orchestra, Classical, Chamber Music"
184,User_ID19,918e1663cb07968976fc8392b472dc3e,['thumbs down'],"Orchestra, Classical, Chamber Music"
185,User_ID19,f007f18a404660855aa55b50e984d1b8,['thumbs up'],"Orchestra, Classical, Chamber Music"
186,User_ID19,c1bc4f9ea142caddf3ecc7c94141f929,['thumbs down'],"Rock and Roll, Blues, Pop, Jazz, Music Festival"
187,User_ID19,915608b1959b8df2ce9eda359f7f94a6,['neutral'],"Rock and Roll, Blues, Pop, Jazz, Music Festival"
188,User_ID19,2905612047b8f3941191f995e45f7610,['thumbs down'],Symphony
189,User_ID19,08eb65fc32f982ab8666c0a31541a57b,['thumbs down'],"Vocals, Recitals, Choir"
190,User_ID20,e164286be7f8db8460677a3811935d97,['thumbs down'],Symphony
191,User_ID20,f007f18a404660855aa55b50e984d1b8,['thumbs down'],"Vocals, Recitals, Choir"
192,User_ID20,ee67507c5df71fd885d5e119391295d7,['thumbs down'],Symphony
193,User_ID20,90d0ce3604ca87a14ccfe45a7b85747b,['neutral'],"Literature, Lectures, Comedy, Poetry"
194,User_ID20,c150319590daa83b09abbdfc610443f7,['neutral'],"History Musuem, Sites"
195,User_ID20,93fbdb91dbbb241c706203da7fa4c08b,['neutral'],"Vocals, Recitals, Choir"
196,User_ID20,915608b1959b8df2ce9eda359f7f94a6,['thumbs down'],"Literature, Lectures, Comedy, Poetry"
197,User_ID20,3ed72b6e68365322dc0f6d18abd3537d,['thumbs down'],"Literature, Lectures, Comedy, Poetry"
198,User_ID20,f007f18a404660855aa55b50e984d1b8,['thumbs up'],"Orchestra, Classical, Chamber Music"
199,User_ID20,68369501de690499927aa7536720c881,['neutral'],"Concert, Concert Band"
200,User_ID21,552a61d001e87eff404716159f62ebdf,['thumbs up'],Symphony
201,User_ID21,918e1663cb07968976fc8392b472dc3e,['thumbs down'],"Literature, Lectures, Comedy, Poetry"
202,User_ID21,90d0ce3604ca87a14ccfe45a7b85747b,['neutral'],"Vocals, Recitals, Choir"
203,User_ID21,f798cf945df3c3fd2d8fc1df821e8c1a,['thumbs up'],Symphony
204,User_ID21,56e08a8aa71ad762bc5fc830a6c73738,['neutral'],"History Musuem, Sites"
205,User_ID21,68369501de690499927aa7536720c881,['thumbs down'],"Vocals, Recitals, Choir"
206,User_ID21,e974e7bfa3510dfc3f52648675c62dbc,['thumbs down'],"Orchestra, Classical, Chamber Music"
207,User_ID21,7ed3b163a7be2a3928f41498f67d40fd,['neutral'],"Concert, Concert Band"
208,User_ID21,fea5355d669eaeb655610755fe1c0c0e,['neutral'],Symphony
209,User_ID21,dd8a94d8330850ae97e83f856a913a2e,['thumbs up'],"Vocals, Recitals, Choir"
210,User_ID22,e029d92344d043416053ada5ac478e2b,['thumbs up'],"Opera, Musicals, Broadway"
211,User_ID22,61d2128fc8e7acd2c127272b2d14f0cd,['thumbs down'],"Rock and Roll, Blues, Pop, Jazz, Music Festival"
212,User_ID22,f007f18a404660855aa55b50e984d1b8,['thumbs up'],Symphony
213,User_ID22,08eb65fc32f982ab8666c0a31541a57b,['thumbs up'],Symphony
214,User_ID22,e974e7bfa3510dfc3f52648675c62dbc,['thumbs up'],"Orchestra, Classical, Chamber Music"
215,User_ID22,56e08a8aa71ad762bc5fc830a6c73738,['thumbs up'],Symphony
216,User_ID22,f007f18a404660855aa55b50e984d1b8,['thumbs down'],"Vocals, Recitals, Choir"
217,User_ID22,017e6e5a2c96deb69d63cbc11dab5795,['thumbs down'],"Art Musuem, Gallery, Sculpture"
218,User_ID22,16bcf64327887a4b0fdfead1299c5830,['thumbs down'],"Rock and Roll, Blues, Pop, Jazz, Music Festival"
219,User_ID22,915608b1959b8df2ce9eda359f7f94a6,['neutral'],"Rock and Roll, Blues, Pop, Jazz, Music Festival"
220,User_ID23,918e1663cb07968976fc8392b472dc3e,['neutral'],"Art Musuem, Gallery, Sculpture"
221,User_ID23,915608b1959b8df2ce9eda359f7f94a6,['thumbs up'],"Art Musuem, Gallery, Sculpture"
222,User_ID23,2de1f9c48129be4ba413460da7432d03,['thumbs up'],"Vocals, Recitals, Choir"
223,User_ID23,3fdb09674ba309ed818343315bad3689,['thumbs up'],"Art Musuem, Gallery, Sculpture"
224,User_ID23,967ef2e976ac6f69a4eab67a85f7c36b,['thumbs up'],"Orchestra, Classical, Chamber Music"
225,User_ID23,93fbdb91dbbb241c706203da7fa4c08b,['neutral'],"Literature, Lectures, Comedy, Poetry"
226,User_ID23,f007f18a404660855aa55b50e984d1b8,['thumbs up'],"Opera, Musicals, Broadway"
227,User_ID23,918e1663cb07968976fc8392b472dc3e,['thumbs up'],"Opera, Musicals, Broadway"
228,User_ID23,f007f18a404660855aa55b50e984d1b8,['neutral'],"Literature, Lectures, Comedy, Poetry"
229,User_ID23,08eb65fc32f982ab8666c0a31541a57b,['thumbs up'],"Rock and Roll, Blues, Pop, Jazz, Music Festival"
230,User_ID24,e0baeaca15b0318a1847ff10208015ef,['thumbs up'],"History Musuem, Sites"
231,User_ID24,97bfb44cc8f3b1be10054e9da1289f38,['thumbs down'],"Rock and Roll, Blues, Pop, Jazz, Music Festival"
232,User_ID24,6c868a4d3abc71bf6a0345a6ab75b0ba,['thumbs down'],"Vocals, Recitals, Choir"
233,User_ID24,a32c0e49f186cfa512cb724b999117c3,['neutral'],"Vocals, Recitals, Choir"
234,User_ID24,d495c404ec1a9881e865bee1e36dc5e3,['neutral'],"Rock and Roll, Blues, Pop, Jazz, Music Festival"
235,User_ID24,68369501de690499927aa7536720c881,['thumbs up'],"Concert, Concert Band"
236,User_ID24,f798cf945df3c3fd2d8fc1df821e8c1a,['thumbs down'],"Rock and Roll, Blues, Pop, Jazz, Music Festival"
237,User_ID24,ea959c875274584640c0aa4a66d350c0,['neutral'],"Concert, Concert Band"
238,User_ID24,d495c404ec1a9881e865bee1e36dc5e3,['thumbs up'],"History Musuem, Sites"
239,User_ID24,e029d92344d043416053ada5ac478e2b,['thumbs up'],"Rock and Roll, Blues, Pop, Jazz, Music Festival"
240,User_ID25,08eb65fc32f982ab8666c0a31541a57b,['thumbs down'],"Vocals, Recitals, Choir"
241,User_ID25,16bcf64327887a4b0fdfead1299c5830,['thumbs up'],"Art Musuem, Gallery, Sculpture"
242,User_ID25,9ca274b92d9813a99f55190a256b323b,['thumbs up'],"Concert, Concert Band"
243,User_ID25,93fbdb91dbbb241c706203da7fa4c08b,['thumbs down'],"Vocals, Recitals, Choir"
244,User_ID25,90d0ce3604ca87a14ccfe45a7b85747b,['thumbs up'],"History Musuem, Sites"
245,User_ID25,017e6e5a2c96deb69d63cbc11dab5795,['thumbs down'],"Orchestra, Classical, Chamber Music"
246,User_ID25,e164286be7f8db8460677a3811935d97,['neutral'],Symphony
247,User_ID25,c2f6b1eaa35b5ed91f43dcb36be23f7b,['thumbs up'],"Literature, Lectures, Comedy, Poetry"
248,User_ID25,918e1663cb07968976fc8392b472dc3e,['thumbs up'],"Concert, Concert Band"
249,User_ID25,73ae2212e0fd6b990cb1b4cf41a35a0b,['thumbs down'],"Concert, Concert Band"
250,User_ID26,d5e0e430491dcdd870c5fabadaed9e5b,['thumbs down'],"History Musuem, Sites"
251,User_ID26,90d0ce3604ca87a14ccfe45a7b85747b,['thumbs up'],"Orchestra, Classical, Chamber Music"
252,User_ID26,137948d7a8e312a01c306829244dd104,['thumbs up'],"Concert, Concert Band"
253,User_ID26,9a514bbb4d3b12a6f7d9db6cbc3c2199,['neutral'],"Art Musuem, Gallery, Sculpture"
254,User_ID26,9d1581706ee79192cccd4eef6e7dd4d3,['thumbs up'],"Concert, Concert Band"
255,User_ID26,f798cf945df3c3fd2d8fc1df821e8c1a,['thumbs down'],"Vocals, Recitals, Choir"
256,User_ID26,552a61d001e87eff404716159f62ebdf,['thumbs down'],"Orchestra, Classical, Chamber Music"
257,User_ID26,552a61d001e87eff404716159f62ebdf,['thumbs down'],"Vocals, Recitals, Choir"
